distance,event_type,orientation,length,width,depth,joint_number,comments,year
39614.68,metal loss,118.0,1.14,1.1,11.0,11000.0,,2015
39615.17,metal loss,164.0,1.93,1.38,17.0,11000.0,,2015
39615.22,metal loss,140.5,1.5,2.76,15.0,11000.0,,2015
39615.36,metal loss,205.0,1.1,0.94,11.0,11000.0,,2015
39615.36,metal loss,183.0,1.3,2.05,10.0,11000.0,,2015
39615.47,metal loss,197.5,0.51,1.06,14.0,11000.0,,2015
39652.68,attachment,180.0,,,,11000.0,Repair Marker,2015
39654.5,metal loss,98.0,0.79,1.81,19.0,11000.0,near girth weld Repaired?,2015
39654.65,metal loss,109.0,0.32,0.98,10.0,11010.0,affecting girth weld Repaired?,2015
39654.65,metal loss,114.0,0.32,0.75,16.0,11010.0,affecting girth weld Repaired?,2015
39654.67,metal loss,138.5,0.32,2.79,10.0,11010.0,affecting girth weld Repaired?,2015
39654.72,metal loss,60.5,0.32,1.77,10.0,11010.0,affecting girth weld Repaired?,2015
39654.86,metal loss,226.5,0.94,3.11,57.0,11010.0,Repaired?,2015
39654.94,cluster,86.0,2.45,5.51,31.0,11010.0,Repaired?,2015
39655.34,metal loss,250.00000000000003,0.94,1.42,12.0,11010.0,Repaired?,2015
39655.94,attachment,180.0,,,,11010.0,Repair Marker,2015
39703.12,metal loss,71.0,1.53,3.35,14.0,11030.0,,2015
39703.36,metal loss,43.0,0.63,1.26,12.0,11030.0,,2015
39703.44,metal loss,268.5,0.75,1.26,10.0,11030.0,,2015
39768.19,metal loss,223.5,0.51,0.67,13.0,11050.0,near girth weld,2015
39810.31,metal loss,124.00000000000001,0.67,1.06,47.0,11060.0,,2015
40732.53,metal loss,241.50000000000003,0.75,1.18,27.0,11310.0,,2015
40732.63,metal loss,368.5,0.67,1.58,10.0,11310.0,,2015
40732.64,metal loss,96.5,0.59,0.87,14.0,11310.0,,2015
40751.99,metal loss,309.5,1.53,0.59,10.0,11330.0,,2015
40752.06,metal loss,301.5,0.43,0.59,16.0,11330.0,,2015
40752.13,metal loss,320.5,0.87,3.07,18.0,11330.0,near girth weld,2015
40752.13,metal loss,302.5,1.14,2.84,10.0,11330.0,near girth weld,2015
40991.66,metal loss,172.5,1.61,2.79,12.0,11410.0,,2015
40991.67,metal loss,162.5,1.14,0.59,15.0,11410.0,,2015
40992.25,metal loss,142.0,0.59,0.94,18.0,11410.0,,2015
40993.55,metal loss,137.0,0.35,0.59,11.0,11410.0,,2015
40993.59,cluster,131.5,1.73,3.56,32.0,11410.0,,2015
40999.3,metal loss,182.5,0.91,1.46,13.0,11410.0,,2015
40999.54,metal loss,174.0,0.71,1.34,14.0,11410.0,,2015
40999.65,metal loss,189.0,0.71,1.02,11.0,11410.0,,2015
40999.68,metal loss,166.0,1.02,1.58,13.0,11410.0,,2015
41205.18,metal loss,306.0,2.17,0.98,18.0,11460.0,,2015
41230.32,metal loss manufacturing,244.5,0.39,0.83,13.0,11470.0,,2015
41234.89,metal loss,51.0,2.32,1.77,12.0,11470.0,,2015
41234.92,metal loss,73.0,1.81,2.32,10.0,11470.0,,2015
41506.78,metal loss,194.0,0.98,1.46,11.0,11540.0,,2015
41507.83,metal loss,195.5,0.79,1.22,20.0,11540.0,,2015
41508.26,metal loss,199.0,0.59,1.18,21.0,11540.0,,2015
41508.82,metal loss,201.0,0.71,1.42,16.0,11540.0,,2015
41508.88,metal loss,159.0,0.98,1.53,21.0,11540.0,,2015
41509.06,metal loss,193.5,1.89,2.21,15.0,11540.0,,2015
41509.26,metal loss,158.0,0.83,1.42,31.0,11540.0,,2015
41509.66,metal loss,204.0,1.06,1.26,16.0,11540.0,,2015
41509.79,metal loss,154.5,0.71,1.34,29.0,11540.0,,2015
41509.93,metal loss,201.0,0.75,1.42,15.0,11540.0,,2015
41509.97,metal loss,185.5,1.26,0.98,13.0,11540.0,,2015
41510.01,metal loss,220.0,0.59,0.91,11.0,11540.0,,2015
41510.05,metal loss,144.5,0.59,1.18,11.0,11540.0,,2015
41510.17,metal loss,218.0,0.63,1.1,21.0,11540.0,,2015
41510.32,metal loss,146.0,0.75,1.18,15.0,11540.0,,2015
41510.47,metal loss,146.0,0.51,0.98,16.0,11540.0,,2015
41510.65,metal loss,151.5,0.94,1.22,18.0,11540.0,,2015
41510.85,metal loss,151.5,1.1,1.18,35.0,11540.0,,2015
41510.86,metal loss,204.0,0.87,1.34,15.0,11540.0,,2015
41511.18,metal loss,222.0,0.47,0.71,11.0,11540.0,,2015
41511.19,metal loss,137.5,0.67,1.77,25.0,11540.0,,2015
41511.28,metal loss,220.5,0.55,0.94,15.0,11540.0,,2015
41511.33,metal loss,142.5,0.75,1.34,41.0,11540.0,,2015
41511.4,metal loss,220.5,0.55,0.87,13.0,11540.0,,2015
41511.57,metal loss,218.5,0.71,1.38,19.0,11540.0,,2015
41511.6,metal loss,148.0,1.18,1.22,14.0,11540.0,,2015
41511.81,metal loss,209.0,1.3,2.36,16.0,11540.0,,2015
41512.07,metal loss,216.0,0.98,1.38,32.0,11540.0,,2015
41512.16,metal loss,196.5,0.63,2.56,14.0,11540.0,,2015
41512.24,metal loss,217.0,0.75,0.71,27.0,11540.0,,2015
41512.26,metal loss,136.5,0.51,0.87,13.0,11540.0,,2015
41512.37,metal loss,161.0,1.14,1.26,11.0,11540.0,,2015
41512.42,metal loss,208.5,0.35,0.59,10.0,11540.0,,2015
41512.44,metal loss,148.5,0.67,0.94,26.0,11540.0,,2015
41512.46,metal loss,216.0,0.98,1.97,34.0,11540.0,,2015
41512.5,cluster,202.0,2.68,2.33,22.0,11540.0,,2015
41512.74,metal loss,135.5,1.42,2.44,30.0,11540.0,,2015
41513.01,metal loss,143.0,1.14,2.24,11.0,11540.0,,2015
41513.01,cluster,194.5,0.9,3.27,26.0,11540.0,,2015
41513.04,metal loss,170.5,0.67,0.75,11.0,11540.0,,2015
41513.04,metal loss,162.5,1.1,0.59,25.0,11540.0,,2015
41513.1,metal loss,170.5,0.35,0.67,11.0,11540.0,,2015
41513.1,metal loss,148.5,0.43,0.63,12.0,11540.0,,2015
41530.5,metal loss,75.5,0.32,0.83,15.0,11540.0,near girth weld,2015
41531.48,metal loss,280.5,1.58,1.46,11.0,11550.0,,2015
41531.52,metal loss,270.0,0.79,1.53,11.0,11550.0,,2015
41531.52,metal loss,40.5,0.59,2.84,12.0,11550.0,,2015
41531.53,metal loss,174.5,0.98,1.58,10.0,11550.0,,2015
41531.53,metal loss,96.0,0.59,1.18,11.0,11550.0,,2015
41531.53,metal loss,312.5,0.83,2.09,23.0,11550.0,,2015
41531.54,metal loss,148.0,1.06,2.4,13.0,11550.0,,2015
41531.69,metal loss,277.5,0.71,1.26,11.0,11550.0,,2015
41531.71,metal loss,167.0,1.1,0.63,17.0,11550.0,,2015
41531.71,metal loss,174.5,0.87,2.21,12.0,11550.0,,2015
41538.65,metal loss,218.5,0.63,1.02,21.0,11550.0,,2015
41539.15,metal loss,209.0,2.21,1.65,11.0,11550.0,,2015
41550.93,metal loss,296.0,0.47,0.94,15.0,11550.0,,2015
41551.06,metal loss,286.5,1.85,1.53,11.0,11550.0,,2015
41551.26,metal loss,307.0,0.63,1.02,14.0,11550.0,,2015
41551.48,metal loss,326.5,0.63,1.58,14.0,11550.0,,2015
41551.6,metal loss,304.0,0.75,1.3,13.0,11550.0,,2015
41551.8,metal loss,309.0,0.91,1.14,13.0,11550.0,,2015
41551.95,metal loss,388.5,2.17,2.87,16.0,11550.0,,2015
41551.97,cluster,349.0,1.48,5.66,26.0,11550.0,,2015
41551.97,metal loss,306.5,1.1,0.83,11.0,11550.0,,2015
41551.98,metal loss,55.00000000000001,1.85,1.26,12.0,11550.0,,2015
41552.66,metal loss,358.5,1.38,2.32,10.0,11550.0,,2015
41552.72,metal loss,387.0,1.34,3.19,12.0,11550.0,,2015
41553.21,metal loss,377.5,1.26,2.28,10.0,11550.0,,2015
41553.25,metal loss,41.0,0.91,2.72,14.0,11550.0,,2015
41560.55,metal loss,77.0,1.85,0.59,12.0,11550.0,,2015
41562.43,metal loss,73.0,1.93,0.91,10.0,11550.0,,2015
41562.44,metal loss,61.0,0.67,1.34,11.0,11550.0,,2015
41563.37,metal loss,71.0,0.79,1.26,10.0,11550.0,,2015
41565.01,metal loss,223.5,1.42,1.97,11.0,11550.0,,2015
41565.3,metal loss,230.0,1.18,1.5,10.0,11550.0,,2015
41565.62,metal loss,220.0,1.18,1.53,14.0,11550.0,,2015
41566.26,metal loss,234.5,0.51,0.75,11.0,11550.0,,2015
41566.34,cluster,235.5,1.68,2.12,17.0,11550.0,,2015
41569.55,metal loss,284.5,1.42,1.73,11.0,11550.0,,2015
41569.62,metal loss,331.5,0.79,1.73,10.0,11550.0,,2015
41570.78,metal loss,232.5,0.71,1.77,15.0,11560.0,affecting girth weld,2015
41571.38,metal loss,227.0,0.94,1.53,11.0,11560.0,,2015
41571.38,metal loss,241.0,0.55,1.3,10.0,11560.0,,2015
41571.68,metal loss,243.0,0.83,1.1,29.0,11560.0,,2015
41572.01,metal loss,238.5,0.43,0.75,10.0,11560.0,,2015
41609.33,attachment,180.0,,,,11560.0,Repair Marker,2015
41609.85,metal loss,234.0,0.55,1.38,53.0,11560.0,Repaired?,2015
41609.87,metal loss,264.5,0.55,1.1,21.0,11560.0,Repaired?,2015
41611.64,metal loss,305.5,2.17,1.26,19.0,11570.0,Recoat,2015
41611.68,cluster,277.5,1.92,3.27,30.0,11570.0,Recoat,2015
41611.69,metal loss,255.0,1.53,2.01,11.0,11570.0,Recoat,2015
41611.7,metal loss,238.5,1.93,1.38,13.0,11570.0,Recoat,2015
41611.71,metal loss,215.0,0.71,1.85,19.0,11570.0,Recoat,2015
41611.72,metal loss,189.5,1.65,2.79,11.0,11570.0,Recoat,2015
41612.4,attachment,180.0,,,,11570.0,Repair Marker,2015
41641.68,metal loss,199.0,1.58,2.21,15.0,11570.0,,2015
41642.64,metal loss,134.0,1.1,1.18,10.0,11570.0,,2015
41645.67,metal loss,315.0,0.67,1.5,25.0,11570.0,,2015
41646.35,metal loss,298.0,1.42,1.85,10.0,11570.0,,2015
41646.56,metal loss,242.50000000000003,0.75,1.3,11.0,11570.0,,2015
41650.54,attachment,165.0,,,,11570.0,Repair Marker 2012 Dig #26 Recoat,2015
41653.19,metal loss,46.0,1.89,0.91,10.0,11580.0,Recoat,2015
41653.76,cluster,217.0,1.81,4.4,28.0,11580.0,Recoat,2015
41654.01,metal loss,297.0,1.46,2.24,16.0,11580.0,Recoat,2015
41654.03,cluster,260.5,1.93,4.32,17.0,11580.0,Recoat,2015
41654.32,metal loss,287.5,0.75,1.02,12.0,11580.0,Recoat,2015
41654.48,metal loss,253.49999999999997,1.69,1.81,12.0,11580.0,Recoat,2015
41654.52,metal loss,301.5,0.59,0.87,11.0,11580.0,Recoat,2015
41655.34,metal loss,287.5,1.65,1.22,10.0,11580.0,Recoat,2015
41657.25,metal loss,304.5,1.65,2.13,17.0,11580.0,Recoat,2015
41658.83,metal loss,208.5,1.14,1.42,11.0,11580.0,Recoat,2015
41659.35,metal loss,147.5,1.02,1.42,11.0,11580.0,Recoat,2015
41660.32,metal loss,388.5,2.01,0.63,11.0,11580.0,Recoat,2015
41660.39,metal loss,51.5,1.3,1.38,40.0,11580.0,Recoat,2015
41661.36,metal loss,60.5,1.02,0.87,69.0,11580.0,Repaired?,2015
41662.54,cluster,244.0,1.97,1.3,21.0,11580.0,Recoat,2015
41668.93,metal loss,112.5,0.59,0.59,14.0,11580.0,Repaired?,2015
41669.01,cluster,318.5,2.59,4.32,38.0,11580.0,Repaired?,2015
41669.2,metal loss,310.5,0.32,0.94,11.0,11580.0,Repaired?,2015
41669.36,cluster,309.0,2.36,1.61,45.0,11580.0,Repaired?,2015
41670.36,metal loss,95.5,0.32,0.63,11.0,11580.0,Repaired?,2015
41670.36,metal loss,113.0,0.32,0.59,10.0,11580.0,Repaired?,2015
41670.78,metal loss,45.5,1.93,0.91,15.0,11580.0,Repaired?,2015
41670.82,metal loss,54.5,0.59,1.14,12.0,11580.0,Repaired?,2015
41670.93,metal loss,58.5,0.63,1.18,11.0,11580.0,Repaired?,2015
41670.98,cluster,97.0,1.57,3.96,20.0,11580.0,Repaired?,2015
41671.09,metal loss,63.0,0.59,0.87,12.0,11580.0,Repaired?,2015
41671.76,metal loss,98.5,1.53,1.22,12.0,11580.0,Repaired?,2015
41672.24,metal loss,72.0,0.79,1.3,22.0,11580.0,Repaired?,2015
41672.3,metal loss,102.5,0.94,0.83,16.0,11580.0,Repaired?,2015
41672.54,metal loss,104.5,0.47,0.59,14.0,11580.0,Repaired?,2015
41672.59,metal loss,63.5,0.59,1.02,13.0,11580.0,Repaired?,2015
41672.69,metal loss,65.0,0.59,1.1,13.0,11580.0,Repaired?,2015
41672.9,metal loss,104.5,0.63,0.59,10.0,11580.0,Repaired?,2015
41673.02,cluster,104.0,0.83,2.58,40.0,11580.0,Repaired?,2015
41673.09,metal loss,74.0,0.51,0.87,11.0,11580.0,Repaired?,2015
41673.17,metal loss,76.0,0.55,0.87,11.0,11580.0,Repaired?,2015
41673.22,metal loss,105.5,0.43,0.59,15.0,11580.0,Repaired?,2015
41673.3,metal loss,103.5,0.43,0.63,13.0,11580.0,Repaired?,2015
41673.31,metal loss,264.5,1.02,1.34,10.0,11580.0,Repaired?,2015
41673.49,metal loss,72.5,0.51,0.94,11.0,11580.0,Repaired?,2015
41673.54,metal loss,305.5,0.71,0.98,14.0,11580.0,Repaired?,2015
41673.69,cluster,104.5,1.14,3.06,21.0,11580.0,Repaired?,2015
41673.9,cluster,103.5,1.1,2.89,33.0,11580.0,Repaired?,2015
41673.92,metal loss,67.0,0.43,1.26,17.0,11580.0,Repaired?,2015
41674.07,metal loss,306.0,0.63,1.02,23.0,11580.0,Repaired?,2015
41674.08,metal loss,69.0,0.79,1.06,18.0,11580.0,Repaired?,2015
41674.14,metal loss,104.0,0.67,0.67,10.0,11580.0,Repaired?,2015
41674.29,metal loss,104.5,0.75,2.4,22.0,11580.0,Repaired?,2015
41674.3,metal loss,263.0,0.67,1.06,22.0,11580.0,Repaired?,2015
41674.36,metal loss,144.5,1.93,1.69,10.0,11580.0,Repaired?,2015
41674.37,metal loss,306.0,0.71,1.18,14.0,11580.0,Repaired?,2015
41674.54,metal loss,114.5,0.43,0.79,18.0,11580.0,Repaired?,2015
41674.63,metal loss,114.0,0.43,0.59,14.0,11580.0,Repaired?,2015
41674.63,metal loss,73.0,0.79,1.18,39.0,11580.0,Repaired?,2015
41674.63,metal loss,303.0,0.67,1.5,17.0,11580.0,Repaired?,2015
41674.7,metal loss,107.5,1.53,2.52,29.0,11580.0,Repaired?,2015
41674.83,metal loss,305.5,0.83,1.22,14.0,11580.0,Repaired?,2015
41674.87,metal loss,93.0,1.06,0.83,16.0,11580.0,Repaired?,2015
41674.89,cluster,281.5,2.8,2.85,18.0,11580.0,Repaired?,2015
41675.19,metal loss,302.0,0.47,0.94,10.0,11580.0,Repaired?,2015
41675.22,cluster,56.0,0.97,4.88,50.0,11580.0,Repaired?,2015
41675.33,metal loss,295.5,0.87,1.26,10.0,11580.0,Repaired?,2015
41675.34,metal loss,105.0,1.1,0.59,11.0,11580.0,Repaired?,2015
41675.37,metal loss,114.0,1.1,0.83,17.0,11580.0,Repaired?,2015
41675.46,metal loss,308.0,0.51,0.94,11.0,11580.0,Repaired?,2015
41675.56,metal loss,294.0,0.98,1.1,13.0,11580.0,Repaired?,2015
41675.64,metal loss,307.5,0.71,0.98,38.0,11580.0,Repaired?,2015
41675.8,metal loss,72.5,0.91,1.3,34.0,11580.0,Repaired?,2015
41676.17,metal loss,291.5,1.93,3.07,17.0,11580.0,Repaired?,2015
41676.31,metal loss,255.0,0.75,1.34,36.0,11580.0,Repaired?,2015
41676.46,metal loss,257.5,0.63,1.39,39.0,11580.0,Repaired?,2015
41676.78,metal loss,258.5,0.79,1.34,17.0,11580.0,Repaired?,2015
41677.2,metal loss,308.5,0.63,1.06,19.0,11580.0,Repaired?,2015
41677.42,metal loss,291.0,1.5,1.77,20.0,11580.0,Repaired?,2015
41677.81,metal loss,303.0,1.81,1.73,12.0,11580.0,Repaired?,2015
41678.08,attachment,165.0,,,,11580.0,Repair Marker 2012 Dig #26 Recoat,2015
41678.65,metal loss,303.5,1.85,2.87,10.0,11580.0,,2015
41679.48,metal loss,306.5,1.18,1.34,16.0,11580.0,,2015
41689.85,metal loss,85.0,0.83,3.39,13.0,11580.0,,2015
41690.68,metal loss,104.5,0.83,1.02,13.0,11580.0,near girth weld,2015
41690.77,metal loss,73.5,0.43,1.26,11.0,11580.0,near girth weld,2015
41690.96,metal loss,117.5,0.59,0.79,11.0,11590.0,affecting girth weld,2015
41691.15,metal loss,124.50000000000001,0.79,1.34,15.0,11590.0,,2015
41691.15,metal loss,136.5,1.61,0.71,13.0,11590.0,,2015
41691.75,metal loss,39.5,1.61,3.62,13.0,11590.0,,2015
41691.83,metal loss,74.5,1.06,3.03,11.0,11590.0,,2015
41691.86,cluster,108.0,1.73,2.49,23.0,11590.0,,2015
41700.43,metal loss,300.5,0.59,1.14,14.0,11590.0,,2015
41700.74,metal loss,290.0,0.94,1.3,13.0,11590.0,,2015
41700.98,metal loss,52.5,0.83,1.26,11.0,11590.0,,2015
41701.0,metal loss,289.0,0.87,1.18,16.0,11590.0,,2015
41701.36,metal loss,74.5,1.5,1.3,12.0,11590.0,,2015
41701.41,metal loss,61.0,0.47,0.94,16.0,11590.0,,2015
41701.45,cluster,306.0,1.14,3.92,23.0,11590.0,,2015
41701.5,metal loss,291.0,0.32,0.59,13.0,11590.0,,2015
41701.51,metal loss,79.0,0.32,1.85,18.0,11590.0,,2015
41701.56,metal loss,241.50000000000003,1.46,2.28,10.0,11590.0,,2015
41701.73,cluster,256.0,3.32,2.54,25.0,11590.0,,2015
41701.86,metal loss,290.5,1.42,2.13,38.0,11590.0,,2015
41701.92,metal loss,256.0,0.55,0.59,12.0,11590.0,,2015
41702.05,metal loss,76.0,1.34,1.69,11.0,11590.0,,2015
41702.12,metal loss,257.0,1.65,0.59,12.0,11590.0,,2015
41702.13,metal loss,262.5,1.14,0.94,10.0,11590.0,,2015
41702.37,metal loss,243.0,1.58,1.69,10.0,11590.0,,2015
41702.39,metal loss,256.0,1.38,0.59,12.0,11590.0,,2015
41702.45,metal loss,226.0,1.46,0.67,12.0,11590.0,,2015
41702.66,metal loss,278.5,0.32,0.75,15.0,11590.0,,2015
41702.7,metal loss,295.0,0.32,1.26,11.0,11590.0,,2015
41702.72,metal loss,280.0,0.32,0.98,10.0,11590.0,,2015
41702.74,metal loss,264.0,0.43,1.89,14.0,11590.0,,2015
41702.75,metal loss,256.0,0.32,0.59,11.0,11590.0,,2015
41702.76,metal loss,293.5,0.55,1.73,13.0,11590.0,,2015
41702.85,metal loss,233.0,0.91,0.71,11.0,11590.0,,2015
41702.89,metal loss,265.5,0.94,1.1,18.0,11590.0,,2015
41703.06,metal loss,263.5,0.91,1.85,13.0,11590.0,,2015
41703.06,metal loss,256.0,0.98,0.63,16.0,11590.0,,2015
41703.07,metal loss,308.5,1.14,1.85,23.0,11590.0,,2015
41703.33,metal loss,75.0,1.73,1.73,10.0,11590.0,,2015
41703.8,metal loss,287.0,0.71,1.14,14.0,11590.0,,2015
41707.27,metal loss,293.5,1.81,1.18,11.0,11590.0,,2015
41707.71,metal loss,288.5,1.18,0.91,12.0,11590.0,,2015
41707.72,metal loss,300.0,0.87,0.98,20.0,11590.0,,2015
41707.97,metal loss,316.5,1.3,1.69,15.0,11590.0,,2015
41708.04,metal loss,299.5,0.67,0.59,15.0,11590.0,,2015
41709.24,metal loss,290.0,1.38,1.77,13.0,11590.0,,2015
41709.96,metal loss,300.5,0.55,0.87,15.0,11590.0,,2015
41711.18,metal loss,301.0,0.59,1.18,14.0,11590.0,,2015
41711.86,metal loss,297.5,0.67,1.77,14.0,11590.0,,2015
41711.94,metal loss,258.5,0.63,0.59,11.0,11590.0,,2015
41711.95,metal loss,262.5,0.59,0.59,14.0,11590.0,,2015
41712.12,metal loss,312.5,0.98,1.34,10.0,11590.0,,2015
41712.2,metal loss,277.0,1.46,1.69,17.0,11590.0,,2015
41712.21,metal loss,293.5,1.06,0.75,11.0,11590.0,,2015
41712.54,metal loss,237.0,1.65,0.75,12.0,11590.0,,2015
41712.71,metal loss,293.5,0.55,1.14,10.0,11590.0,,2015
41712.8,metal loss,306.5,0.47,0.87,11.0,11590.0,,2015
41712.91,metal loss,238.5,1.81,1.53,37.0,11590.0,,2015
41713.09,metal loss,292.5,0.63,1.02,11.0,11590.0,,2015
41713.38,metal loss,307.5,0.79,2.28,31.0,11590.0,,2015
41713.65,metal loss,303.5,0.94,2.05,15.0,11590.0,,2015
41713.67,metal loss,323.5,0.47,0.91,10.0,11590.0,,2015
41713.69,metal loss,287.5,0.71,1.02,33.0,11590.0,,2015
41714.57,metal loss,290.5,0.71,0.94,10.0,11590.0,,2015
41714.71,metal loss,231.5,0.83,1.22,18.0,11590.0,,2015
41714.75,metal loss,244.0,1.14,1.02,13.0,11590.0,,2015
41714.75,metal loss,302.5,1.61,0.63,10.0,11590.0,,2015
41715.27,metal loss,296.5,1.06,1.5,10.0,11590.0,,2015
41715.45,metal loss,239.0,1.14,1.46,11.0,11590.0,,2015
41715.84,metal loss,289.5,0.63,1.42,14.0,11590.0,,2015
41715.84,metal loss,266.0,0.51,1.18,11.0,11590.0,,2015
41715.98,metal loss,291.5,0.71,1.34,12.0,11590.0,,2015
41716.18,cluster,259.0,1.13,1.61,31.0,11590.0,,2015
41716.41,metal loss,291.0,1.53,0.59,11.0,11590.0,,2015
41716.49,metal loss,247.5,1.06,1.69,12.0,11590.0,,2015
41716.72,metal loss,251.5,0.59,0.59,13.0,11590.0,,2015
41716.94,metal loss,290.0,0.71,1.1,11.0,11590.0,,2015
41716.98,metal loss,243.5,1.06,1.77,16.0,11590.0,,2015
41717.06,metal loss,289.0,1.5,0.79,14.0,11590.0,,2015
41717.4,metal loss,298.0,0.67,1.34,16.0,11590.0,,2015
41717.61,metal loss,249.5,0.67,1.02,15.0,11590.0,,2015
41717.65,metal loss,294.5,0.83,1.26,10.0,11590.0,,2015
41717.73,metal loss,252.49999999999997,0.98,1.22,14.0,11590.0,,2015
41717.76,metal loss,272.0,1.58,0.79,11.0,11590.0,,2015
41717.9,metal loss,249.00000000000003,0.79,1.38,21.0,11590.0,,2015
41717.95,metal loss,232.5,1.34,0.98,12.0,11590.0,,2015
41718.01,metal loss,270.0,2.17,1.42,10.0,11590.0,,2015
41718.71,cluster,286.5,1.5,3.81,31.0,11590.0,,2015
41719.26,metal loss,242.0,1.1,1.26,19.0,11590.0,,2015
41719.46,metal loss,60.5,0.94,1.18,10.0,11590.0,,2015
41719.89,metal loss,305.0,0.32,1.06,15.0,11590.0,,2015
41719.97,metal loss,290.0,1.58,1.81,13.0,11590.0,,2015
41720.06,metal loss,308.0,0.75,0.63,10.0,11590.0,,2015
41720.35,metal loss,259.5,1.3,0.59,12.0,11590.0,,2015
41720.52,metal loss,297.5,2.05,1.69,10.0,11590.0,,2015
41720.63,metal loss,77.0,0.71,1.26,23.0,11590.0,,2015
41720.72,metal loss,264.5,0.59,0.63,12.0,11590.0,,2015
41721.18,metal loss,293.5,0.51,0.98,10.0,11590.0,,2015
41721.35,metal loss,121.0,0.87,1.53,11.0,11590.0,,2015
41721.54,metal loss,231.0,1.5,1.85,11.0,11590.0,,2015
41721.64,metal loss,268.5,0.59,1.18,24.0,11590.0,,2015
41721.68,metal loss,116.0,0.71,0.67,12.0,11590.0,,2015
41721.7,metal loss,122.99999999999999,0.63,1.02,19.0,11590.0,,2015
41721.91,metal loss,126.0,0.83,1.1,12.0,11590.0,,2015
41721.96,metal loss,267.5,0.43,0.59,10.0,11590.0,,2015
41722.0,metal loss,257.0,1.73,1.18,11.0,11590.0,,2015
41722.06,metal loss,116.5,0.43,0.71,10.0,11590.0,,2015
41722.1,metal loss,266.5,0.71,1.65,10.0,11590.0,,2015
41722.17,metal loss,119.5,1.3,1.97,10.0,11590.0,,2015
41722.17,metal loss,136.0,1.89,1.1,10.0,11590.0,,2015
41722.2,metal loss,270.5,0.59,0.59,10.0,11590.0,,2015
41722.37,metal loss,90.5,0.55,0.83,18.0,11590.0,,2015
41722.43,metal loss,118.0,0.98,0.87,15.0,11590.0,,2015
41722.61,metal loss,121.0,0.67,1.81,10.0,11590.0,,2015
41722.76,metal loss,278.0,1.53,1.18,12.0,11590.0,,2015
41722.82,metal loss,105.5,0.87,1.53,30.0,11590.0,,2015
41722.86,metal loss,126.0,0.83,1.06,17.0,11590.0,,2015
41723.25,metal loss,84.0,0.83,1.02,15.0,11590.0,,2015
41723.28,metal loss,114.5,0.79,1.14,26.0,11590.0,,2015
41723.54,metal loss,127.5,0.63,1.26,10.0,11590.0,,2015
41723.62,metal loss,77.0,0.43,0.79,12.0,11590.0,,2015
41723.89,metal loss,122.99999999999999,0.63,1.18,12.0,11590.0,,2015
41723.91,metal loss,78.0,0.75,1.46,26.0,11590.0,,2015
41724.08,metal loss,123.49999999999999,0.59,0.94,11.0,11590.0,,2015
41724.12,metal loss,76.5,0.67,1.58,37.0,11590.0,,2015
41724.48,metal loss,128.0,0.63,0.75,14.0,11590.0,,2015
41724.59,metal loss,127.5,0.59,0.87,23.0,11590.0,,2015
41724.75,metal loss,123.49999999999999,0.55,1.46,25.0,11590.0,,2015
41725.03,metal loss,125.00000000000001,1.1,1.81,10.0,11590.0,,2015
41725.37,metal loss,128.0,0.51,0.87,18.0,11590.0,,2015
41725.46,metal loss,114.0,0.71,1.65,13.0,11590.0,,2015
41725.98,metal loss,119.0,0.98,1.34,14.0,11590.0,,2015
41726.2,metal loss,106.5,0.83,1.1,17.0,11590.0,,2015
41741.6,cluster,247.5,0.89,3.37,33.0,11600.0,,2015
41741.77,cluster,245.99999999999997,2.12,2.18,17.0,11600.0,,2015
41741.92,metal loss,312.0,0.91,1.69,18.0,11600.0,,2015
41742.01,metal loss,353.0,2.05,1.42,26.0,11600.0,,2015
41742.03,metal loss,258.0,0.55,0.59,14.0,11600.0,,2015
41742.07,metal loss,85.0,0.59,1.1,15.0,11600.0,,2015
41742.09,metal loss,266.5,0.71,0.87,16.0,11600.0,,2015
41742.1,metal loss,273.0,0.94,0.75,12.0,11600.0,,2015
41742.13,metal loss,40.0,0.55,1.02,25.0,11600.0,,2015
41742.22,metal loss,99.5,0.79,2.09,23.0,11600.0,,2015
41742.23,metal loss,65.5,0.55,0.94,19.0,11600.0,,2015
41744.25,metal loss,107.0,0.63,1.1,10.0,11610.0,near girth weld,2015
41746.67,metal loss,318.5,0.63,0.94,17.0,11610.0,,2015
41747.31,metal loss,327.0,0.79,1.26,25.0,11610.0,,2015
41747.78,metal loss,323.0,0.59,1.26,10.0,11610.0,,2015
41767.23,attachment,180.0,,,,11610.0,Repair Marker 2012 Dig #27,2015
41768.79,metal loss,193.5,1.26,2.13,12.0,11610.0,Repaired?,2015
41768.79,metal loss,158.0,1.69,0.59,11.0,11610.0,Repaired?,2015
41769.29,metal loss,151.0,0.51,3.15,14.0,11610.0,Repaired?,2015
41769.32,metal loss,207.0,0.71,2.28,13.0,11610.0,Repaired?,2015
41769.36,cluster,150.0,0.77,2.31,23.0,11610.0,Repaired?,2015
41769.6,metal loss,207.0,0.43,1.34,11.0,11610.0,Repaired?,2015
41769.72,metal loss,202.5,0.71,1.54,36.0,11610.0,Repaired?,2015
41769.86,metal loss,202.5,0.35,0.94,13.0,11610.0,Repaired?,2015
41769.91,metal loss,251.0,0.51,1.26,12.0,11610.0,Repaired?,2015
41770.06,metal loss,125.00000000000001,0.59,0.98,10.0,11610.0,Repaired?,2015
