distance,event_type,orientation,length,width,depth,joint_number,comments,year,distance_raw,distance_aligned
22090.302,metal loss,213.5,3.9,2.2,15.0,6100,,2022,22090.302,22033.760318139954
22093.074,metal loss,346.0,1.9,2.8,14.0,6110,,2022,22093.074,22036.531108448176
22110.128,metal loss,183.0,4.9,1.5,10.0,6110,,2022,22110.128,22053.59532654284
22250.784,metal loss,159.0,3.2,2.0,11.0,6140,,2022,22250.784,22194.005263641557
22460.453,metal loss,119.0,6.3,3.3,12.0,6200,,2022,22460.453,22403.4490607515
22463.848,metal loss,118.0,4.1,2.4,13.0,6200,,2022,22463.848,22406.830299405665
22473.543,metal loss,121.5,6.3,2.7,12.0,6200,,2022,22473.543,22416.48600154179
22478.553,metal loss,119.5,5.5,2.4,19.0,6200,,2022,22478.553,22421.47569392982
22481.047,metal loss,118.0,5.0,2.3,12.0,6200,,2022,22481.047,22423.95958471141
22487.395,metal loss,117.5,7.7,1.9,14.0,6200,,2022,22487.395,22430.28185362942
22491.955,metal loss,134.5,1.5,1.3,19.0,6200,,2022,22491.955,22434.82337005446
22493.163,metal loss,155.5,4.8,5.4,22.0,6210,,2022,22493.163,22436.03058691253
22571.496,metal loss,152.5,5.2,5.4,15.0,6220,,2022,22571.496,22514.129884625905
22788.773,metal loss,302.5,12.5,2.6,14.0,6280,,2022,22788.773,22730.651160367976
22871.066,metal loss,121.0,0.9,1.1,20.0,6310,,2022,22871.066,22812.6421778666
22871.184,metal loss,196.0,5.2,2.8,11.0,6310,,2022,22871.184,22812.760207344498
22871.188,metal loss,162.5,8.8,6.3,16.0,6310,,2022,22871.188,22812.764208343742
23031.68,metal loss,195.0,3.4,2.9,16.0,6350,,2022,23031.68,22973.025764676615
23065.256,metal loss,197.0,23.4,7.1,36.0,6350,,2022,23065.256,23006.484833333332
23065.256,metal loss,154.0,6.4,4.2,17.0,6350,,2022,23065.256,23006.484833333332
23067.011,metal loss,179.5,3.7,2.8,25.0,6350,,2022,23067.011,23008.233721393033
23074.695,metal loss,230.0,4.2,1.7,14.0,6360,,2022,23074.695,23015.884703900098
23077.228,metal loss,134.5,13.1,2.3,36.0,6360,,2022,23077.228,23018.404649140193
23077.881,metal loss,215.0,2.5,2.1,17.0,6360,,2022,23077.881,23019.054283661233
23079.646,metal loss,133.5,9.6,2.3,20.0,6360,,2022,23079.646,23020.810187075673
23081.64,metal loss,231.0,14.7,2.9,24.0,6360,,2022,23081.64,23022.793910253233
23101.237,metal loss,220.0,7.7,3.7,12.0,6360,,2022,23101.237,23042.289909807227
23102.641,metal loss,178.0,5.9,2.5,13.0,6360,,2022,23102.641,23043.68667376976
23190.682,metal loss,193.5,3.1,1.7,15.0,6380,,2022,23190.682,23131.388898721
23190.692,metal loss,176.0,2.1,2.6,12.0,6380,,2022,23190.692,23131.39884071981
23192.398,metal loss,173.5,3.7,3.6,12.0,6390,,2022,23192.398,23133.09927978186
23232.956,metal loss,47.0,6.7,2.0,13.0,6400,,2022,23232.956,23173.669004111125
23237.969,metal loss,45.5,2.6,1.7,17.0,6400,,2022,23237.969,23178.66639117977
23238.619,metal loss,50.5,2.5,1.1,15.0,6400,,2022,23238.619,23179.314366762177
23239.252,metal loss,48.5,13.7,3.3,14.0,6400,,2022,23239.252,23179.945395290895
23240.814,metal loss,46.0,5.0,1.8,14.0,6400,,2022,23240.814,23181.502530459697
23241.463,metal loss,49.99999999999999,7.2,2.0,14.0,6400,,2022,23241.463,23182.149509156596
23243.852,metal loss,51.5,7.6,2.5,15.0,6400,,2022,23243.852,23184.53106864333
23249.177,metal loss,44.5,2.4,2.1,17.0,6400,,2022,23249.177,23189.839483991527
23250.299,metal loss,47.50000000000001,6.7,1.7,10.0,6400,,2022,23250.299,23190.957989535316
23251.765,metal loss,49.5,4.3,2.5,14.0,6400,,2022,23251.765,23192.419423695028
23252.566,metal loss,44.5,6.6,2.1,10.0,6400,,2022,23252.566,23193.21792898966
23254.685,metal loss,46.5,12.8,2.6,15.0,6400,,2022,23254.685,23195.330329388315
23260.23,metal loss,46.0,9.6,2.5,11.0,6400,,2022,23260.23,23200.858059549024
23261.903,metal loss,51.5,9.0,2.3,15.0,6400,,2022,23261.903,23202.52584900959
23265.991,metal loss,48.0,18.9,4.0,15.0,6400,,2022,23265.991,23206.601116980193
23269.268,metal loss,46.0,11.3,2.7,19.0,6400,,2022,23269.268,23209.867910801047
23270.791,metal loss,46.5,11.5,2.5,15.0,6400,,2022,23270.791,23211.38616743491
23466.617,metal loss,218.5,3.8,1.0,15.0,6460,,2022,23466.617,23406.682143395275
23729.636,metal loss,306.0,3.1,1.0,23.0,6520,,2022,23729.636,23668.943932399012
23766.529,metal loss,149.0,9.6,28.1,24.0,6530,,2022,23766.529,23705.635605658073
23928.812,metal loss,319.0,1.9,2.1,18.0,6580,,2022,23928.812,23867.57438803355
23945.538,metal loss,177.5,2.9,2.3,15.0,6580,,2022,23945.538,23884.327605207163
23951.991,metal loss,173.5,3.4,2.0,18.0,6580,,2022,23951.991,23890.791105770437
23976.512,metal loss,203.0,8.0,3.3,11.0,6590,,2022,23976.512,23915.296068197633
23976.959,metal loss,141.5,3.9,2.5,11.0,6590,,2022,23976.959,23915.740890744608
23977.589,metal loss,169.5,5.1,2.0,13.0,6590,,2022,23977.589,23916.36782185108
24007.08,metal loss,91.5,3.5,5.5,14.0,6590,,2022,24007.08,23945.715163535144
24007.431,metal loss,130.0,1.4,1.1,16.0,6590,,2022,24007.431,23946.064453723036
24008.845,metal loss,122.0,4.3,2.0,21.0,6600,,2022,24008.845,23947.475828519993
24343.599,metal loss,387.5,10.3,3.6,10.0,6680,,2022,24343.599,24281.941632060836
24344.957,metal loss,387.5,7.6,1.8,14.0,6680,,2022,24344.957,24283.303912543153
24347.385,metal loss,42.0,21.5,2.9,10.0,6680,,2022,24347.385,24285.739565717715
25325.915,metal loss,170.0,4.0,1.6,19.0,6930,,2022,25325.915,25262.328558733476
25551.125,metal loss,94.0,1.3,1.3,28.0,6990,,2022,25551.125,25487.206280952734
25623.497,metal loss,126.5,4.5,2.1,12.0,7010,,2022,25623.497,25559.501084370335
25626.22,metal loss,127.0,4.5,2.6,13.0,7010,,2022,25626.22,25562.230183673473
25628.553,metal loss,272.5,12.4,3.1,13.0,7010,,2022,25628.553,25564.568409407668
25631.188,metal loss,129.5,3.7,3.0,10.0,7010,,2022,25631.188,25567.20931159781
25633.301,metal loss,128.5,6.5,3.8,13.0,7010,,2022,25633.301,25569.32704454953
25634.646,metal loss,86.5,5.7,2.0,18.0,7010,,2022,25634.646,25570.675057242413
25636.093,metal loss,86.5,1.2,1.1,23.0,7010,,2022,25636.093,25572.12529840717
25639.131,metal loss,261.5,2.8,2.9,14.0,7010,,2022,25639.131,25575.17010328522
25639.708,metal loss,308.5,3.9,2.6,17.0,7010,,2022,25639.708,25575.748395719263
25639.82,metal loss,264.0,5.2,1.9,12.0,7010,,2022,25639.82,25575.860646590347
25640.991,metal loss,265.0,2.8,1.2,13.0,7010,,2022,25640.991,25577.034269537085
25642.999,metal loss,251.5,6.9,3.2,12.0,7010,,2022,25642.999,25579.046767297164
25646.847,metal loss,264.5,8.7,2.1,12.0,7010,,2022,25646.847,25582.903386510705
25679.688,metal loss,204.0,5.7,1.3,21.0,7030,,2022,25679.688,25615.809761180633
25939.583,metal loss,360.5,2.7,3.0,16.0,7120,,2022,25939.583,25874.80300673055
27036.135,metal loss,104.5,7.9,7.4,21.0,7400,,2022,27036.135,26970.008271322833
27051.982,metal loss,114.5,10.4,5.2,20.0,7420,,2022,27051.982,26985.024884234474
27303.054,metal loss,307.0,4.3,2.3,15.0,7480,,2022,27303.054,27236.302906564015
27664.951,metal loss,389.5,5.5,2.3,15.0,7580,,2022,27664.951,27597.311239290542
27682.943,metal loss,384.5,10.9,3.3,17.0,7580,,2022,27682.943,27615.32667693772
28053.438,metal loss,354.5,3.6,2.8,14.0,7670,,2022,28053.438,27985.357116060957
28055.436,metal loss,227.5,4.1,1.7,19.0,7670,,2022,28055.436,27987.348089097304
28078.061,metal loss,94.5,8.4,5.6,17.0,7690,,2022,28078.061,28009.301229324992
29241.407,metal loss,122.5,7.6,4.4,25.0,7990,,2022,29241.407,29170.89760926606
29241.457,metal loss,176.0,8.1,12.3,25.0,7990,,2022,29241.457,29170.947687982603
29260.046,metal loss,164.5,8.3,6.1,13.0,7990,,2022,29260.046,29189.56595321988
29380.174,metal loss,64.5,17.0,3.3,15.0,8020,,2022,29380.174,29309.568201458544
29382.188,metal loss,65.5,3.9,2.2,14.0,8020,,2022,29382.188,29311.5753338975
29525.518,metal loss,173.5,18.6,3.9,17.0,8060,,2022,29525.518,29454.981891155116
29531.847,metal loss,195.0,11.9,3.3,19.0,8060,,2022,29531.847,29461.265248197073
29532.989,metal loss,146.5,12.6,9.1,21.0,8060,,2022,29532.989,29462.399012416052
29536.604,metal loss,124.0,4.4,3.5,49.0,8060,,2022,29536.604,29465.987942058437
29537.113,metal loss,205.0,8.6,4.7,24.0,8060,,2022,29537.113,29466.493271294396
29540.085,metal loss,213.5,2.2,3.2,22.0,8060,,2022,29540.085,29469.44383807093
29540.164,metal loss,128.5,3.7,3.5,21.0,8060,,2022,29540.164,29469.52226834527
29558.665,metal loss,220.5,5.9,4.1,14.0,8060,,2022,29558.665,29487.889844365694
29813.353,metal loss,237.0,7.3,4.2,12.0,8140,,2022,29813.353,29741.76738931677
30387.93,metal loss,205.5,7.7,4.4,17.0,8280,,2022,30387.93,30315.678152524168
30748.999,metal loss,124.0,8.8,3.2,14.0,8370,,2022,30748.999,30675.757651043485
31227.165,metal loss,115.0,4.9,3.7,16.0,8520,,2022,31227.165,31153.487484850753
31228.743,metal loss,101.0,6.4,3.7,19.0,8520,,2022,31228.743,31155.069380564077
31229.902,metal loss,107.0,4.0,2.9,15.0,8520,,2022,31229.902,31156.23124186429
31230.804,metal loss,129.5,6.1,3.9,17.0,8520,,2022,31230.804,31157.135468691555
31232.792,metal loss,181.5,2.2,2.1,19.0,8520,,2022,31232.792,31159.12837659909
31246.795,metal loss,99.0,5.3,1.9,20.0,8520,,2022,31246.795,31173.165946734494
31629.364,metal loss,37.5,2.5,3.2,26.0,8640,,2022,31629.364,31555.087362300113
31629.856,metal loss,355.5,1.5,1.6,50.0,8640,,2022,31629.856,31555.600739783556
31671.348,metal loss,181.5,18.4,8.8,25.0,8650,,2022,31671.348,31597.024872937254
31707.198,metal loss,146.0,4.6,4.1,12.0,8680,,2022,31707.198,31632.758879577337
31780.738,metal loss,167.5,1.9,1.7,19.0,8720,,2022,31780.738,31706.3124931146
31809.495,metal loss,38.0,3.1,2.4,10.0,8730,,2022,31809.495,31734.88120181406
32105.095,metal loss,173.0,9.9,5.9,13.0,8830,,2022,32105.095,32029.8648943049
32105.358,metal loss,125.5,2.9,2.6,20.0,8830,,2022,32105.358,32030.126847799056
32187.29,metal loss,247.0,4.8,2.0,17.0,8860,,2022,32187.29,32111.861343831104
32398.819,metal loss,157.5,6.4,4.2,21.0,8930,,2022,32398.819,32322.96681724846
32400.41,metal loss,215.0,11.4,10.1,19.0,8940,,2022,32400.41,32324.562482644837
32487.133,metal loss,286.0,3.9,4.0,30.0,8970,,2022,32487.133,32410.175361512796
32641.893,metal loss,360.5,2.4,2.0,14.0,9040,,2022,32641.893,32564.631741383197
33035.938,metal loss,194.0,7.9,3.3,14.0,9150,,2022,33035.938,32957.31136186479
33036.056,metal loss,240.50000000000003,7.5,3.6,15.0,9150,,2022,33036.056,32957.428725078695
33038.012,metal loss,205.5,17.9,7.2,18.0,9150,,2022,33038.012,32959.374169539806
33039.938,metal loss,209.5,9.6,6.3,21.0,9150,,2022,33039.938,32961.28977589567
33080.013,metal loss,148.5,2.0,2.3,18.0,9160,,2022,33080.013,33001.09839493873
33081.667,metal loss,147.0,3.2,2.9,12.0,9170,,2022,33081.667,33002.74378101027
33081.683,metal loss,175.5,3.0,2.9,17.0,9170,,2022,33081.683,33002.75972999901
33081.814,metal loss,198.0,2.0,1.6,13.0,9170,,2022,33081.814,33002.89031234433
33160.194,metal loss,185.5,5.7,4.4,13.0,9180,,2022,33160.194,33080.98532740321
33240.469,metal loss,194.5,3.4,5.9,19.0,9200,,2022,33240.469,33161.08807771622
33320.272,metal loss,240.0,18.5,8.4,24.0,9220,,2022,33320.272,33240.682387364956
33402.329,metal loss,371.0,2.1,3.4,16.0,9250,,2022,33402.329,33322.48538125
33403.74,metal loss,371.0,2.1,3.1,17.0,9250,,2022,33403.74,33323.898145
33642.972,metal loss,184.0,3.5,2.8,17.0,9310,,2022,33642.972,33562.65257435616
33837.241,metal loss,137.5,2.7,2.5,18.0,9350,,2022,33837.241,33756.48182347648
33837.69,metal loss,170.0,4.6,2.4,12.0,9350,,2022,33837.69,33756.93109283608
33852.989,metal loss,202.0,5.4,2.4,14.0,9360,,2022,33852.989,33772.159434752444
34055.39,metal loss,169.0,3.7,3.0,12.0,9410,,2022,34055.39,33974.15560882478
34140.942,metal loss,183.0,3.2,1.1,18.0,9430,,2022,34140.942,34059.59862382118
34142.343,metal loss,191.5,1.1,1.0,14.0,9430,,2022,34142.343,34061.00060251485
34143.396,metal loss,203.5,3.4,2.9,15.0,9430,,2022,34143.396,34062.054338106886
34171.401,metal loss,151.0,4.6,3.1,14.0,9440,,2022,34171.401,34090.013757614935
34221.709,metal loss,187.5,1.8,1.1,18.0,9450,,2022,34221.709,34140.27416641724
34222.49,metal loss,147.5,1.9,1.5,16.0,9450,,2022,34222.49,34141.05493265489
34224.357,metal loss,176.5,3.0,3.3,17.0,9450,,2022,34224.357,34142.921373840174
34225.154,metal loss,162.0,1.3,1.1,21.0,9450,,2022,34225.154,34143.71813528884
34225.459,metal loss,176.5,2.9,3.4,10.0,9450,,2022,34225.459,34144.02304399881
34443.822,metal loss,249.5,3.9,3.3,16.0,9510,,2022,34443.822,34362.25029854902
34503.045,metal loss,204.5,1.7,1.1,22.0,9530,,2022,34503.045,34421.323913065164
34762.507,metal loss,155.0,2.7,3.5,12.0,9590,,2022,34762.507,34680.44199125161
34939.259,metal loss,220.0,8.4,2.8,13.0,9640,,2022,34939.259,34856.83710892812
34950.141,metal loss,219.0,5.5,1.6,15.0,9640,,2022,34950.141,34867.68663342452
34953.635,metal loss,214.5,26.2,4.4,18.0,9640,,2022,34953.635,34871.17020616762
34959.547,metal loss,224.0,3.9,1.9,15.0,9640,,2022,34959.547,34877.06456279532
34963.635,metal loss,223.0,8.4,2.1,14.0,9640,,2022,34963.635,34881.140362845064
34965.938,metal loss,223.5,6.7,2.4,14.0,9640,,2022,34965.938,34883.43648992787
34968.839,metal loss,224.0,31.9,3.0,27.0,9640,,2022,34968.839,34886.32883238
34972.205,metal loss,219.0,7.4,3.5,11.0,9640,,2022,34972.205,34889.68478711763
34973.114,metal loss,219.0,4.1,3.3,15.0,9640,,2022,34973.114,34890.59107435961
35030.151,metal loss,213.0,6.6,3.3,14.0,9660,,2022,35030.151,34947.50256823266
35031.004,metal loss,188.0,13.6,8.1,14.0,9660,,2022,35031.004,34948.35302386279
35254.675,metal loss,293.5,4.9,2.5,13.0,9720,,2022,35254.675,35171.41397996562
35693.097,metal loss,40.5,3.7,3.1,12.0,9850,,2022,35693.097,35609.225038464414
35822.566,metal loss,335.0,3.8,2.4,15.0,9880,,2022,35822.566,35738.431087396086
36201.23,metal loss,154.5,3.4,3.1,16.0,9980,,2022,36201.23,36116.12565276111
36201.24,metal loss,275.0,0.9,1.3,18.0,9980,,2022,36201.24,36116.13566176471
36851.804,metal loss,71.0,2.9,1.8,11.0,10140,,2022,36851.804,36765.32485284205
36861.47,metal loss,79.5,3.2,2.9,13.0,10140,,2022,36861.47,36774.98868119524
37080.157,metal loss,193.5,3.0,1.0,17.0,10210,,2022,37080.157,36994.108028169016
37169.573,metal loss,363.0,0.6,1.0,30.0,10240,,2022,37169.573,37082.61857010724
37169.948,metal loss,362.0,0.6,1.2,28.0,10240,,2022,37169.948,37082.99372947028
37189.583,metal loss,362.0,0.6,1.1,22.0,10240,,2022,37189.583,37102.63707371947
37190.01,metal loss,363.0,0.6,1.1,22.0,10240,,2022,37190.01,37103.06425518086
37580.203,metal loss,225.0,13.2,3.4,12.0,10370,,2022,37580.203,37492.479081466576
37581.778,metal loss,225.0,3.5,2.4,15.0,10370,,2022,37581.778,37494.06326310182
37644.482,metal loss,235.0,5.9,1.9,11.0,10400,,2022,37644.482,37556.5772539318
37651.503,metal loss,334.0,0.6,0.9,26.0,10400,,2022,37651.503,37563.5870878247
37651.906,metal loss,337.0,0.6,1.5,27.0,10400,,2022,37651.906,37563.98944689875
37730.033,metal loss,159.0,1.2,1.2,25.0,10430,,2022,37730.033,37641.52778937708
37730.456,metal loss,161.5,1.6,1.1,25.0,10430,,2022,37730.456,37641.96258116324
38134.344,metal loss,145.0,12.8,6.1,16.0,10530,,2022,38134.344,38045.51400845687
39098.504,metal loss,131.5,3.9,3.2,14.0,10780,,2022,39098.504,39007.958112682354
39098.848,metal loss,193.0,3.7,2.7,13.0,10780,,2022,39098.848,39008.30042846136
39249.019,metal loss,260.0,1.1,1.3,17.0,10830,,2022,39249.019,39157.634277283934
39250.528,metal loss,256.5,1.7,0.9,20.0,10830,,2022,39250.528,39159.13572495704
39267.982,metal loss,132.5,2.0,2.4,17.0,10830,,2022,39267.982,39176.502370209906
39268.219,metal loss,181.5,1.9,1.6,15.0,10830,,2022,39268.219,39176.738184059155
39269.895,metal loss,131.5,4.6,4.1,11.0,10840,,2022,39269.895,39178.40774689099
39353.855,metal loss,246.5,5.1,2.0,15.0,10860,,2022,39353.855,39262.25820817325
39488.596,metal loss,49.5,7.3,3.2,15.0,10920,,2022,39488.596,39396.56855032035
39568.93,metal loss,84.0,2.8,2.4,12.0,10950,,2022,39568.93,39476.835223847185
39573.57,metal loss,79.0,3.3,2.8,21.0,10950,,2022,39573.57,39481.457220564094
39575.492,metal loss,78.0,10.0,3.3,18.0,10950,,2022,39575.492,39483.37176316968
39576.772,metal loss,185.0,2.8,2.1,17.0,10950,,2022,39576.772,39484.646796746754
39578.724,metal loss,180.5,5.1,1.7,11.0,10950,,2022,39578.724,39486.5912229518
39580.085,metal loss,180.5,2.4,1.3,23.0,10950,,2022,39580.085,39487.94694224743
39582.09,metal loss,181.5,1.5,0.7,17.0,10950,,2022,39582.09,39489.94416281152
39583.241,metal loss,177.5,2.7,0.6,14.0,10950,,2022,39583.241,39491.09069691091
39584.108,metal loss,181.5,5.3,2.6,24.0,10950,,2022,39584.108,39491.954332935384
39587.169,metal loss,179.5,2.1,2.2,21.0,10950,,2022,39587.169,39495.003456200575
39587.848,metal loss,181.0,2.6,1.8,18.0,10950,,2022,39587.848,39495.67982166841
39591.375,metal loss,181.5,2.6,1.9,18.0,10950,,2022,39591.375,39499.19313684525
39628.189,metal loss,215.0,6.5,1.9,12.0,10960,,2022,39628.189,39536.086881720425
39633.189,metal loss,71.5,2.7,2.4,15.0,10960,,2022,39633.189,39541.10480286738
39707.762,metal loss,148.0,2.4,2.0,28.0,11000,,2022,39707.762,39615.288722372774
39707.762,metal loss,207.5,3.2,2.6,25.0,11000,,2022,39707.762,39615.288722372774
39746.476,metal loss,294.0,4.2,3.2,12.0,11000,,2022,39746.476,39653.99021007882
39746.765,metal loss,103.0,3.9,2.7,16.0,11000,,2022,39746.765,39654.279116674545
39795.282,metal loss,119.0,7.4,4.6,10.0,11030,,2022,39795.282,39702.12206548329
39795.912,metal loss,87.5,11.9,6.5,21.0,11030,,2022,39795.912,39702.761035564195
39796.44,metal loss,215.0,1.7,3.9,54.0,11030,,2022,39796.44,39703.2965533463
39796.896,metal loss,241.50000000000003,1.7,4.0,50.0,11030,,2022,39796.896,39703.759045976294
39861.535,metal loss,263.0,4.6,5.9,24.0,11050,,2022,39861.535,39768.80936922389
39898.993,metal loss,162.5,14.2,6.6,21.0,11050,,2022,39898.993,39806.0980023353
39899.377,metal loss,208.0,7.4,7.8,15.0,11050,,2022,39899.377,39806.48026607374
39899.508,metal loss,349.0,5.5,3.7,11.0,11050,,2022,39899.508,39806.61067375535
39899.626,metal loss,81.5,1.1,4.0,16.0,11050,,2022,39899.626,39806.72814021663
39899.793,metal loss,276.5,3.7,3.6,15.0,11050,,2022,39899.793,39806.89438512372
39900.269,metal loss,217.5,4.4,3.2,20.0,11050,,2022,39900.269,39807.36823288284
39902.664,metal loss,280.5,3.8,10.6,16.0,11060,,2022,39902.664,39809.777564338234
39902.881,metal loss,112.0,1.7,1.1,16.0,11060,,2022,39902.881,39809.99683306526
39903.018,metal loss,145.5,4.4,4.5,43.0,11060,,2022,39903.018,39810.13526539522
39903.232,metal loss,300.5,2.2,1.2,24.0,11060,,2022,39903.232,39810.35150275736
40165.308,metal loss,333.5,9.2,3.4,12.0,11150,,2022,40165.308,40071.872641368485
40266.955,metal loss,138.5,2.2,2.5,14.0,11180,,2022,40266.955,40173.18663884029
40340.377,metal loss,191.5,2.3,1.0,15.0,11190,,2022,40340.377,40246.57881092103
40441.66,metal loss,121.5,2.8,1.0,17.0,11220,,2022,40441.66,40347.84426422825
40512.897,metal loss,57.0,3.3,1.7,11.0,11240,,2022,40512.897,40419.03284892522
40522.392,metal loss,64.5,3.5,1.3,13.0,11240,,2022,40522.392,40428.547971541026
40536.155,metal loss,72.5,11.4,3.1,11.0,11240,,2022,40536.155,40442.34013926733
40827.349,metal loss,70.0,3.2,2.3,18.0,11310,,2022,40827.349,40732.7985939056
40858.848,metal loss,306.0,1.5,1.9,17.0,11350,,2022,40858.848,40763.90598516343
40859.806,metal loss,303.0,1.4,1.9,18.0,11350,,2022,40859.806,40764.87254661323
40860.098,metal loss,310.0,2.4,4.8,19.0,11350,,2022,40860.098,40765.16715615743
40860.138,metal loss,286.5,3.4,2.1,14.0,11350,,2022,40860.138,40765.20751362924
40860.545,metal loss,315.0,8.6,6.8,20.0,11350,,2022,40860.545,40765.61815090488
40861.43,metal loss,41.0,4.8,2.6,14.0,11350,,2022,40861.43,40766.51105996864
40862.083,metal loss,42.5,1.9,1.5,14.0,11350,,2022,40862.083,40767.1698956959
40901.453,metal loss,134.5,5.2,3.3,10.0,11360,,2022,40901.453,40806.82728798227
40905.102,metal loss,134.5,12.4,5.3,12.0,11360,,2022,40905.102,40810.44839522366
40911.444,metal loss,135.0,3.8,1.3,12.0,11360,,2022,40911.444,40816.741917318745
40914.816,metal loss,133.5,4.2,3.2,12.0,11360,,2022,40914.816,40820.08814193315
40916.463,metal loss,132.0,14.1,5.5,11.0,11360,,2022,40916.463,40821.72255235425
40918.796,metal loss,127.5,5.3,1.7,11.0,11360,,2022,40918.796,40824.037719028456
40920.646,metal loss,252.5,5.0,3.5,12.0,11370,,2022,40920.646,40825.876111360354
40921.913,metal loss,215.5,1.4,2.3,21.0,11370,,2022,40921.913,40827.13673246598
41096.093,metal loss,172.0,1.9,1.7,15.0,11410,,2022,41096.093,41000.820188764155
41101.335,metal loss,213.5,12.5,3.3,19.0,11410,,2022,41101.335,41006.07306673
41101.45,metal loss,136.5,2.2,1.5,13.0,11410,,2022,41101.45,41006.188305372896
41101.893,metal loss,128.0,2.5,1.9,12.0,11410,,2022,41101.893,41006.63222466684
41102.552,metal loss,128.5,3.0,1.9,15.0,11410,,2022,41102.552,41007.29259219442
41102.772,metal loss,219.0,1.7,1.9,16.0,11410,,2022,41102.772,41007.51304872865
41103.238,metal loss,219.0,1.4,0.7,15.0,11410,,2022,41103.238,41007.98001575118
41103.78,metal loss,215.0,2.9,1.1,14.0,11410,,2022,41103.78,41008.52314048553
41104.485,metal loss,214.5,20.0,3.4,20.0,11410,,2022,41104.485,41009.22960347026
41154.482,metal loss,285.0,23.1,4.9,15.0,11430,,2022,41154.482,41059.15378381086
41159.974,metal loss,277.0,3.3,1.0,11.0,11430,,2022,41159.974,41064.65706271288
41161.568,metal loss,293.0,22.0,4.2,11.0,11430,,2022,41161.568,41066.25433630535
41168.72,metal loss,276.5,2.4,1.8,14.0,11430,,2022,41168.72,41073.42102434382
41170.092,metal loss,276.5,4.1,2.0,14.0,11430,,2022,41170.092,41074.79584201562
41171.115,metal loss,279.0,6.6,3.2,11.0,11430,,2022,41171.115,41075.8209429473
41171.903,metal loss,282.0,14.4,3.6,13.0,11430,,2022,41171.903,41076.61056126026
41174.898,metal loss,281.5,2.9,3.7,14.0,11430,,2022,41174.898,41079.61171208174
41181.125,metal loss,282.0,3.6,1.7,11.0,11430,,2022,41181.125,41085.85150045081
41270.289,metal loss,299.0,4.4,3.0,14.0,11460,,2022,41270.289,41174.843881932014
41270.919,metal loss,300.5,11.6,3.7,12.0,11460,,2022,41270.919,41175.47171460024
41281.722,metal loss,290.0,8.5,1.9,13.0,11460,,2022,41281.722,41186.23755002064
41285.837,metal loss,290.0,22.5,2.0,17.0,11460,,2022,41285.837,41190.33839355993
41290.64,metal loss,307.5,2.8,1.0,14.0,11460,,2022,41290.64,41195.12487023531
41291.093,metal loss,303.0,3.0,1.6,18.0,11460,,2022,41291.093,41195.57631182056
41299.275,metal loss,300.0,7.5,2.0,15.0,11460,,2022,41299.275,41203.73016402918
41318.894,metal loss,51.0,4.5,1.5,13.0,11470,,2022,41318.894,41223.33223904841
41321.854,metal loss,53.0,3.6,1.8,19.0,11470,,2022,41321.854,41226.29394032536
41322.329,metal loss,55.5,5.5,2.4,15.0,11470,,2022,41322.329,41226.76921333433
41324.203,metal loss,54.5,2.0,2.1,20.0,11470,,2022,41324.203,41228.64429042657
41332.336,metal loss,56.5,4.0,2.4,12.0,11470,,2022,41332.336,41236.78196491492
41334.505,metal loss,56.5,6.3,1.6,10.0,11470,,2022,41334.505,41238.952211560085
41338.104,metal loss,58.5,7.0,3.5,14.0,11470,,2022,41338.104,41242.55328010595
41339.833,metal loss,62.50000000000001,4.8,1.5,14.0,11470,,2022,41339.833,41244.28327385861
41340.735,metal loss,62.00000000000001,4.5,1.9,14.0,11470,,2022,41340.735,41245.18579228828
41343.602,metal loss,59.0,9.7,3.3,11.0,11470,,2022,41343.602,41248.05444011295
41345.118,metal loss,49.99999999999999,8.0,1.7,10.0,11470,,2022,41345.118,41249.57131144264
41591.109,metal loss,141.0,4.9,3.1,20.0,11540,,2022,41591.109,41495.240936474795
41591.867,metal loss,141.0,5.0,2.0,15.0,11540,,2022,41591.867,41495.995997614074
41592.753,metal loss,136.0,1.2,1.2,14.0,11540,,2022,41592.753,41496.87856248136
41619.885,metal loss,36.0,3.9,2.2,12.0,11540,,2022,41619.885,41523.90536832687
41625.253,metal loss,118.0,6.8,4.3,14.0,11540,,2022,41625.253,41529.252555920066
41633.264,metal loss,213.0,1.4,0.7,14.0,11550,,2022,41633.264,41537.24898567335
41633.412,metal loss,160.5,3.2,2.8,17.0,11550,,2022,41633.412,41537.39678285785
41634.111,metal loss,144.0,4.7,2.9,16.0,11550,,2022,41634.111,41538.09482496574
41636.693,metal loss,142.0,2.0,1.5,16.0,11550,,2022,41636.693,41540.673286657526
41637.671,metal loss,157.0,1.9,1.3,12.0,11550,,2022,41637.671,41541.6499464308
41638.586,metal loss,186.5,1.8,2.5,13.0,11550,,2022,41638.586,41542.56369253769
41644.272,metal loss,48.5,15.9,8.0,15.0,11550,,2022,41644.272,41548.24190058552
41645.397,metal loss,132.0,1.8,1.2,14.0,11550,,2022,41645.397,41549.36535891366
41646.434,metal loss,125.0,3.4,1.8,17.0,11550,,2022,41646.434,41550.400937834806
41647.51,metal loss,115.5,2.0,1.2,16.0,11550,,2022,41647.51,41551.475463311326
41647.89,metal loss,115.5,1.5,1.1,16.0,11550,,2022,41647.89,41551.854942568825
41649.393,metal loss,127.0,6.1,3.9,11.0,11550,,2022,41649.393,41553.35588289522
