distance,event_type,orientation,length,width,depth,joint_number,comments,year
25939.583,metal loss,360.5,2.7,3.0,16.0,7120,,2022
26972.835,metal loss,236.0,6.7,4.8,38.0,7380,,2022
26973.173,metal loss,169.5,7.7,10.9,50.0,7380,,2022
26973.337,metal loss,273.0,1.1,1.6,30.0,7380,,2022
27036.135,metal loss,104.5,7.9,7.4,21.0,7400,,2022
27051.293,metal loss,72.5,1.5,1.3,23.0,7420,,2022
27051.637,metal loss,337.5,2.4,4.1,20.0,7420,,2022
27051.722,metal loss,280.5,12.8,4.6,11.0,7420,,2022
27051.818,metal loss,370.0,2.3,1.7,16.0,7420,,2022
27051.982,metal loss,114.5,10.4,5.2,20.0,7420,,2022
27303.054,metal loss,307.0,4.3,2.3,15.0,7480,,2022
27351.621,metal loss,175.0,8.2,5.1,27.0,7490,,2022
27423.72,metal loss,170.5,1.3,1.9,28.0,7520,,2022
27582.421,metal loss,244.0,9.4,9.7,20.0,7550,,2022
27664.951,metal loss,389.5,5.5,2.3,15.0,7580,,2022
27682.943,metal loss,384.5,10.9,3.3,17.0,7580,,2022
28053.438,metal loss,354.5,3.6,2.8,14.0,7670,,2022
28055.436,metal loss,227.5,4.1,1.7,19.0,7670,,2022
28055.988,metal loss,218.5,5.2,4.6,37.0,7670,,2022
28060.22,metal loss,47.50000000000001,18.5,5.6,31.0,7670,,2022
28078.061,metal loss,94.5,8.4,5.6,17.0,7690,,2022
28743.881,metal loss,192.5,14.0,7.5,37.0,7860,,2022
28927.359,metal loss,173.5,3.2,6.2,27.0,7910,,2022
29241.407,metal loss,122.49999999999999,7.6,4.4,25.0,7990,,2022
29241.457,metal loss,176.0,8.1,12.3,25.0,7990,,2022
29260.046,metal loss,164.5,8.3,6.1,13.0,7990,,2022
29320.059,metal loss,158.0,10.9,11.1,21.0,8000,,2022
29320.102,metal loss,214.0,9.2,3.7,23.0,8000,,2022
29320.279,metal loss,109.0,1.7,1.9,61.0,8000,,2022
29320.331,metal loss,244.5,1.7,1.5,26.0,8000,,2022
29380.174,metal loss,64.5,17.0,3.3,15.0,8020,,2022
29382.188,metal loss,65.5,3.9,2.2,14.0,8020,,2022
29524.137,metal loss,168.5,14.8,5.4,41.0,8060,,2022
29525.518,metal loss,173.5,18.6,3.9,17.0,8060,,2022
29529.091,metal loss,172.0,6.6,5.9,15.0,8060,,2022
29530.354,metal loss,183.5,7.7,3.7,18.0,8060,,2022
29530.984,metal loss,156.5,19.3,5.2,19.0,8060,,2022
29531.847,metal loss,195.0,11.9,3.3,19.0,8060,,2022
29532.989,metal loss,146.5,12.6,9.1,21.0,8060,,2022
29534.259,metal loss,213.0,11.2,4.8,25.0,8060,,2022
29534.442,metal loss,139.0,17.8,8.3,26.0,8060,,2022
29535.633,metal loss,210.5,12.3,5.6,30.0,8060,,2022
29536.604,metal loss,124.00000000000001,4.4,3.5,49.0,8060,,2022
29537.113,metal loss,205.0,8.6,4.7,24.0,8060,,2022
29537.267,metal loss,126.5,4.6,5.0,37.0,8060,,2022
29538.55,metal loss,133.5,7.8,4.8,19.0,8060,,2022
29538.566,metal loss,206.5,3.5,3.5,28.0,8060,,2022
29539.685,metal loss,221.0,1.1,2.0,59.0,8060,,2022
29540.085,metal loss,213.5,2.2,3.2,22.0,8060,,2022
29540.164,metal loss,128.5,3.7,3.5,21.0,8060,,2022
29540.82,metal loss,142.0,9.9,6.5,21.0,8060,,2022
29541.411,metal loss,212.5,4.6,3.9,20.0,8060,,2022
29555.823,metal loss,221.5,12.9,4.1,37.0,8060,,2022
29558.665,metal loss,220.5,5.9,4.1,14.0,8060,,2022
29561.115,metal loss,132.0,2.2,3.8,38.0,8060,,2022
29561.325,metal loss,242.50000000000003,1.7,2.2,27.0,8060,,2022
29813.353,metal loss,237.0,7.3,4.2,12.0,8140,,2022
29813.363,metal loss,296.0,5.7,1.6,33.0,8140,,2022
30379.501,metal loss,201.5,5.0,5.5,42.0,8280,,2022
30379.957,metal loss,153.0,23.7,8.2,39.0,8280,,2022
30380.246,metal loss,232.0,5.6,4.6,20.0,8280,,2022
30381.795,metal loss,235.0,8.2,2.4,22.0,8280,,2022
30383.632,metal loss,211.0,4.4,2.0,17.0,8280,,2022
30387.93,metal loss,205.5,7.7,4.4,17.0,8280,,2022
30405.548,metal loss,130.0,5.0,4.7,21.0,8290,,2022
30594.242,metal loss,167.5,3.2,1.2,22.0,8340,,2022
30748.999,metal loss,124.00000000000001,8.8,3.2,14.0,8370,,2022
31043.396,metal loss,169.5,7.4,3.8,21.0,8460,,2022
31226.601,metal loss,177.5,5.1,3.4,17.0,8520,,2022
31227.165,metal loss,115.0,4.9,3.7,16.0,8520,,2022
31227.336,metal loss,201.0,22.2,5.1,29.0,8520,,2022
31228.743,metal loss,101.0,6.4,3.7,19.0,8520,,2022
31229.826,metal loss,192.5,5.7,3.4,11.0,8520,,2022
31229.902,metal loss,107.0,4.0,2.9,15.0,8520,,2022
31230.804,metal loss,129.5,6.1,3.9,17.0,8520,,2022
31232.792,metal loss,181.5,2.2,2.1,19.0,8520,,2022
31246.795,metal loss,99.0,5.3,1.9,20.0,8520,,2022
31627.438,metal loss,165.0,7.0,4.3,11.0,8640,,2022
31629.364,metal loss,37.5,2.5,3.2,26.0,8640,,2022
31629.856,metal loss,355.5,1.5,1.6,50.0,8640,,2022
31631.998,metal loss,312.0,1.9,1.9,18.0,8650,,2022
31671.348,metal loss,181.5,18.4,8.8,25.0,8650,,2022
31672.408,metal loss,132.5,3.1,3.1,23.0,8660,,2022
31672.444,metal loss,105.0,4.2,2.8,25.0,8660,,2022
31672.457,metal loss,222.5,2.7,2.1,28.0,8660,,2022
31674.268,metal loss,362.0,3.3,2.1,29.0,8660,,2022
31677.29,metal loss,138.5,3.3,1.0,11.0,8660,,2022
31698.34,metal loss,185.5,5.0,5.8,28.0,8680,,2022
31699.954,attachment,180.0,,,,8680,,2022
31706.529,metal loss,151.0,1.3,1.3,29.0,8680,,2022
31706.811,metal loss,190.5,1.9,1.8,35.0,8680,,2022
31707.198,metal loss,146.0,4.6,4.1,12.0,8680,,2022
31707.536,metal loss,234.5,6.0,5.5,20.0,8680,,2022
31709.829,metal loss,184.0,2.3,1.7,31.0,8690,,2022
31780.738,metal loss,167.5,1.9,1.7,19.0,8720,,2022
31809.495,metal loss,38.0,3.1,2.4,10.0,8730,,2022
32105.095,metal loss,173.0,9.9,5.9,13.0,8830,,2022
32105.358,metal loss,125.5,2.9,2.6,20.0,8830,,2022
32187.29,metal loss,246.99999999999997,4.8,2.0,17.0,8860,,2022
32343.937,metal loss,161.5,5.9,4.1,12.0,8910,,2022
32398.819,metal loss,157.5,6.4,4.2,21.0,8930,,2022
32400.41,metal loss,215.0,11.4,10.1,19.0,8940,,2022
32487.133,metal loss,286.0,3.9,4.0,30.0,8970,,2022
32640.774,metal loss,300.5,10.1,6.9,27.0,9030,,2022
32641.893,metal loss,360.5,2.4,2.0,14.0,9040,,2022
32641.972,metal loss,30.5,3.0,3.6,18.0,9040,,2022
32722.329,metal loss,109.0,2.6,2.0,20.0,9060,,2022
32722.343,metal loss,188.0,2.6,2.6,16.0,9060,,2022
33035.938,metal loss,194.0,7.9,3.3,14.0,9150,,2022
33036.056,metal loss,240.50000000000003,7.5,3.6,15.0,9150,,2022
33038.012,metal loss,205.5,17.9,7.2,18.0,9150,,2022
33039.216,metal loss,250.00000000000003,4.7,2.7,13.0,9150,,2022
33039.938,metal loss,209.5,9.6,6.3,21.0,9150,,2022
33050.81,metal loss,171.0,6.8,5.4,14.0,9160,,2022
33053.438,metal loss,234.5,47.6,16.9,45.0,9160,,2022
33054.173,metal loss,189.0,1.9,1.3,16.0,9160,,2022
33055.01,metal loss,188.0,3.4,2.2,28.0,9160,,2022
33080.013,metal loss,148.5,2.0,2.3,18.0,9160,,2022
33081.667,metal loss,147.0,3.2,2.9,12.0,9170,,2022
33081.683,metal loss,175.5,3.0,2.9,17.0,9170,,2022
33081.814,metal loss,198.0,2.0,1.6,13.0,9170,,2022
33160.194,metal loss,185.5,5.7,4.4,13.0,9180,,2022
33240.466,metal loss,88.0,3.0,1.6,23.0,9200,,2022
33240.469,metal loss,194.5,3.4,5.9,19.0,9200,,2022
33242.303,metal loss,129.5,2.3,3.5,17.0,9210,,2022
33317.277,metal loss,239.0,3.9,3.8,14.0,9220,,2022
33320.272,metal loss,240.0,18.5,8.4,24.0,9220,,2022
33320.581,metal loss,146.0,8.5,5.0,14.0,9220,,2022
33321.02,metal loss,74.0,6.5,1.3,14.0,9220,,2022
33402.329,metal loss,371.0,2.1,3.4,16.0,9250,,2022
33402.677,metal loss,250.00000000000003,3.1,3.0,18.0,9250,,2022
33403.74,metal loss,371.0,2.1,3.1,17.0,9250,,2022
33434.209,metal loss,352.5,10.5,6.4,33.0,9250,,2022
33435.092,metal loss,354.0,9.7,5.9,19.0,9250,,2022
33436.414,metal loss,381.0,8.3,5.3,21.0,9250,,2022
33439.4,metal loss,387.0,2.9,2.8,21.0,9250,,2022
33440.276,metal loss,31.000000000000004,9.9,5.2,31.0,9250,,2022
33450.787,metal loss,208.0,6.5,2.4,14.0,9260,,2022
33451.545,metal loss,193.5,8.0,3.1,31.0,9260,,2022
33480.335,metal loss,135.0,8.3,7.7,17.0,9260,,2022
33482.635,metal loss,179.5,1.5,1.9,33.0,9270,,2022
33504.708,metal loss,143.5,10.5,5.7,31.0,9270,,2022
33524.006,metal loss,177.0,2.8,2.2,26.0,9280,,2022
33549.268,metal loss,148.0,3.6,2.4,19.0,9280,,2022
33549.751,metal loss,130.0,84.8,15.7,49.0,9280,,2022
33552.792,metal loss,226.0,7.4,1.9,20.0,9280,,2022
33553.914,metal loss,212.5,20.8,7.2,49.0,9280,,2022
33555.118,metal loss,107.5,1.6,3.0,47.0,9280,,2022
33555.774,metal loss,115.0,6.4,2.4,19.0,9280,,2022
33555.86,metal loss,207.5,26.8,9.4,43.0,9280,,2022
33556.211,metal loss,97.0,1.3,1.5,20.0,9280,,2022
33556.555,metal loss,114.5,18.1,9.7,63.0,9280,,2022
33557.999,metal loss,150.0,10.2,6.6,18.0,9280,,2022
33558.261,metal loss,112.5,0.7,0.8,28.0,9280,,2022
33558.392,metal loss,198.5,4.4,5.8,29.0,9280,,2022
33558.622,metal loss,105.0,3.5,2.0,11.0,9280,,2022
33558.635,metal loss,226.0,2.0,0.9,20.0,9280,,2022
33558.983,metal loss,204.0,3.2,3.9,22.0,9280,,2022
33562.549,metal loss,334.5,8.2,4.8,15.0,9290,,2022
33607.5,metal loss,347.0,7.2,7.5,23.0,9300,,2022
33608.297,metal loss,360.5,1.4,1.1,26.0,9300,,2022
33609.098,metal loss,359.0,33.7,13.1,29.0,9300,,2022
33642.874,metal loss,223.5,2.8,2.0,19.0,9310,,2022
33642.956,metal loss,144.0,4.2,3.4,21.0,9310,,2022
33642.972,metal loss,184.0,3.5,2.8,17.0,9310,,2022
33837.241,metal loss,137.5,2.7,2.5,18.0,9350,,2022
33837.69,metal loss,170.0,4.6,2.4,12.0,9350,,2022
33844.498,metal loss,203.0,7.3,2.0,30.0,9360,,2022
33845.476,metal loss,197.5,13.7,4.3,46.0,9360,,2022
33847.178,metal loss,199.0,8.0,3.7,43.0,9360,,2022
33848.061,metal loss,203.5,2.0,1.5,19.0,9360,,2022
33852.989,metal loss,202.0,5.4,2.4,14.0,9360,,2022
33868.789,metal loss,234.0,3.1,1.5,17.0,9360,,2022
33869.478,metal loss,214.5,22.0,4.1,30.0,9360,,2022
33871.673,metal loss,218.0,2.6,2.4,16.0,9360,,2022
33884.656,metal loss,311.5,1.6,2.7,18.0,9370,,2022
33884.764,metal loss,113.0,3.1,2.6,15.0,9370,,2022
33884.898,metal loss,351.0,1.0,1.2,28.0,9370,,2022
33984.17,metal loss,362.5,12.8,4.5,31.0,9390,,2022
33985.453,metal loss,363.5,1.3,1.8,17.0,9390,,2022
33986.785,metal loss,361.0,9.9,6.1,19.0,9390,,2022
34027.28,metal loss,387.5,1.1,1.6,25.0,9400,,2022
34055.39,metal loss,169.0,3.7,3.0,12.0,9410,,2022
34107.513,metal loss,307.0,5.9,8.6,28.0,9420,,2022
34107.513,metal loss,231.0,3.1,3.1,15.0,9420,,2022
34107.625,metal loss,263.0,3.0,1.4,21.0,9420,,2022
34140.486,metal loss,187.0,2.1,1.9,32.0,9430,,2022
34140.942,metal loss,183.0,3.2,1.1,18.0,9430,,2022
34142.343,metal loss,191.5,1.1,1.0,14.0,9430,,2022
34143.396,metal loss,203.5,3.4,2.9,15.0,9430,,2022
34145.072,metal loss,193.5,5.7,2.9,23.0,9430,,2022
34145.771,metal loss,194.5,0.9,1.3,23.0,9430,,2022
34146.237,metal loss,198.0,2.1,1.7,17.0,9430,,2022
34156.398,metal loss,205.5,2.0,2.5,21.0,9440,,2022
34156.821,metal loss,190.0,11.9,8.5,49.0,9440,,2022
34171.401,metal loss,151.0,4.6,3.1,14.0,9440,,2022
34187.746,metal loss,338.5,4.7,5.6,28.0,9440,,2022
34189.288,metal loss,216.0,7.2,4.8,15.0,9450,,2022
34220.669,metal loss,168.5,19.8,6.3,56.0,9450,,2022
34221.709,metal loss,187.5,1.8,1.1,18.0,9450,,2022
34222.49,metal loss,147.5,1.9,1.5,16.0,9450,,2022
34222.785,metal loss,182.0,5.5,4.4,13.0,9450,,2022
34224.357,metal loss,176.5,3.0,3.3,17.0,9450,,2022
34225.154,metal loss,162.0,1.3,1.1,21.0,9450,,2022
34225.459,metal loss,176.5,2.9,3.4,10.0,9450,,2022
34237.9,metal loss,139.5,9.5,5.3,25.0,9460,,2022
34238.678,metal loss,158.0,13.2,7.1,19.0,9460,,2022
34269.721,metal loss,122.99999999999999,5.2,3.9,19.0,9470,,2022
34269.78,metal loss,98.0,4.6,3.6,23.0,9470,,2022
34269.797,metal loss,166.0,4.7,3.8,19.0,9470,,2022
34269.836,metal loss,205.5,2.7,3.0,25.0,9470,,2022
34269.859,metal loss,242.50000000000003,4.2,2.4,14.0,9470,,2022
34443.822,metal loss,249.5,3.9,3.3,16.0,9510,,2022
34503.045,metal loss,204.5,1.7,1.1,22.0,9530,,2022
34751.65,metal loss,193.0,14.9,5.7,27.0,9590,,2022
34762.507,metal loss,155.0,2.7,3.5,12.0,9590,,2022
34939.259,metal loss,220.0,8.4,2.8,13.0,9640,,2022
34950.141,metal loss,219.0,5.5,1.6,15.0,9640,,2022
34953.635,metal loss,214.5,26.2,4.4,18.0,9640,,2022
34959.547,metal loss,224.0,3.9,1.9,15.0,9640,,2022
34963.635,metal loss,223.0,8.4,2.1,14.0,9640,,2022
34965.938,metal loss,223.5,6.7,2.4,14.0,9640,,2022
34968.839,metal loss,224.0,31.9,3.0,27.0,9640,,2022
34972.205,metal loss,219.0,7.4,3.5,11.0,9640,,2022
34973.114,metal loss,219.0,4.1,3.3,15.0,9640,,2022
35030.151,metal loss,213.0,6.6,3.3,14.0,9660,,2022
35031.004,metal loss,188.0,13.6,8.1,14.0,9660,,2022
35044.856,metal loss,73.5,6.9,3.4,19.0,9660,,2022
35254.675,metal loss,293.5,4.9,2.5,13.0,9720,,2022
35693.097,metal loss,40.5,3.7,3.1,12.0,9850,,2022
35822.566,metal loss,335.0,3.8,2.4,15.0,9880,,2022
35878.376,metal loss,185.5,7.4,5.2,24.0,9890,,2022
35937.365,metal loss,266.0,1.7,1.1,20.0,9910,,2022
35960.128,metal loss,154.5,9.4,15.5,22.0,9920,,2022
35960.253,metal loss,34.0,6.2,3.8,20.0,9920,,2022
35960.469,metal loss,214.0,1.5,1.6,24.0,9920,,2022
35960.472,metal loss,256.5,2.5,2.3,25.0,9920,,2022
36201.23,metal loss,154.5,3.4,3.1,16.0,9980,,2022
36201.24,metal loss,275.0,0.9,1.3,18.0,9980,,2022
36582.073,metal loss,144.5,7.7,6.1,19.0,10070,,2022
36851.804,metal loss,71.0,2.9,1.8,11.0,10140,,2022
36861.47,metal loss,79.5,3.2,2.9,13.0,10140,,2022
37080.157,metal loss,193.5,3.0,1.0,17.0,10210,,2022
37169.573,metal loss,363.0,0.6,1.0,30.0,10240,,2022
37169.948,metal loss,362.0,0.6,1.2,28.0,10240,,2022
37189.583,metal loss,362.0,0.6,1.1,22.0,10240,,2022
37190.01,metal loss,363.0,0.6,1.1,22.0,10240,,2022
37580.203,metal loss,225.0,13.2,3.4,12.0,10370,,2022
37581.778,metal loss,225.0,3.5,2.4,15.0,10370,,2022
37644.482,metal loss,235.0,5.9,1.9,11.0,10400,,2022
37651.503,metal loss,334.0,0.6,0.9,26.0,10400,,2022
37651.906,metal loss,337.0,0.6,1.5,27.0,10400,,2022
37730.033,metal loss,159.0,1.2,1.2,25.0,10430,,2022
37730.456,metal loss,161.5,1.6,1.1,25.0,10430,,2022
38134.344,metal loss,145.0,12.8,6.1,16.0,10530,,2022
38134.705,metal loss,68.5,11.7,3.6,29.0,10530,,2022
39098.504,metal loss,131.5,3.9,3.2,14.0,10780,,2022
39098.848,metal loss,193.0,3.7,2.7,13.0,10780,,2022
39249.019,metal loss,260.0,1.1,1.3,17.0,10830,,2022
39250.528,metal loss,256.5,1.7,0.9,20.0,10830,,2022
39250.968,metal loss,242.0,6.2,2.5,19.0,10830,,2022
39267.982,metal loss,132.5,2.0,2.4,17.0,10830,,2022
39268.14,metal loss,163.0,1.4,1.2,26.0,10830,,2022
39268.219,metal loss,181.5,1.9,1.6,15.0,10830,,2022
39269.895,metal loss,131.5,4.6,4.1,11.0,10840,,2022
39297.274,metal loss,181.5,2.4,1.5,24.0,10840,,2022
39353.855,metal loss,246.5,5.1,2.0,15.0,10860,,2022
39466.64,metal loss,181.5,9.7,4.5,18.0,10920,,2022
39467.034,metal loss,143.0,3.7,2.0,16.0,10920,,2022
39488.054,metal loss,193.0,4.2,3.5,14.0,10920,,2022
39488.596,metal loss,49.5,7.3,3.2,15.0,10920,,2022
39517.218,metal loss,100.0,1.9,1.8,14.0,10930,,2022
39558.96,metal loss,116.0,2.0,2.0,15.0,10950,,2022
39558.983,metal loss,257.0,2.7,2.1,27.0,10950,,2022
39559.068,metal loss,233.5,2.3,1.8,20.0,10950,,2022
39559.098,metal loss,71.5,2.1,2.0,21.0,10950,,2022
39562.543,metal loss,84.0,2.0,1.7,30.0,10950,,2022
39562.995,metal loss,94.5,3.6,2.4,18.0,10950,,2022
39566.683,metal loss,61.0,4.1,2.5,15.0,10950,,2022
39568.93,metal loss,84.0,2.8,2.4,12.0,10950,,2022
39573.57,metal loss,79.0,3.3,2.8,21.0,10950,,2022
39575.492,metal loss,78.0,10.0,3.3,18.0,10950,,2022
39576.772,metal loss,185.0,2.8,2.1,17.0,10950,,2022
39576.798,metal loss,70.0,2.6,1.4,35.0,10950,,2022
39578.724,metal loss,180.5,5.1,1.7,11.0,10950,,2022
39580.085,metal loss,180.5,2.4,1.3,23.0,10950,,2022
39582.09,metal loss,181.5,1.5,0.7,17.0,10950,,2022
39583.241,metal loss,177.5,2.7,0.6,14.0,10950,,2022
39584.108,metal loss,181.5,5.3,2.6,24.0,10950,,2022
39586.135,metal loss,180.5,2.0,1.6,22.0,10950,,2022
39587.169,metal loss,179.5,2.1,2.2,21.0,10950,,2022
39587.848,metal loss,181.0,2.6,1.8,18.0,10950,,2022
39591.375,metal loss,181.5,2.6,1.9,18.0,10950,,2022
39628.189,metal loss,215.0,6.5,1.9,12.0,10960,,2022
39633.117,metal loss,285.5,3.3,2.2,23.0,10960,,2022
39633.189,metal loss,71.5,2.7,2.4,15.0,10960,,2022
39633.488,metal loss,245.99999999999997,2.5,1.8,22.0,10960,,2022
39633.763,metal loss,310.5,3.9,2.4,17.0,10960,,2022
39644.56,metal loss,83.5,8.2,3.7,14.0,10980,,2022
39646.759,metal loss,92.5,8.4,3.9,20.0,10980,,2022
39648.123,metal loss,226.0,3.0,2.0,16.0,10980,,2022
39683.799,metal loss,193.5,1.9,1.7,14.0,10980,,2022
39684.232,metal loss,187.0,11.8,8.3,22.0,10980,,2022
39707.047,metal loss,119.0,2.2,2.4,27.0,11000,,2022
39707.06,metal loss,236.5,10.7,4.4,19.0,11000,,2022
39707.762,metal loss,148.0,2.4,2.0,28.0,11000,,2022
39707.762,metal loss,207.5,3.2,2.6,25.0,11000,,2022
39707.815,metal loss,190.5,3.0,1.6,21.0,11000,,2022
39746.476,metal loss,294.0,4.2,3.2,12.0,11000,,2022
39746.765,metal loss,103.0,3.9,2.7,16.0,11000,,2022
39746.804,metal loss,71.5,5.7,2.4,15.0,11000,,2022
39747.064,metal loss,181.5,0.7,1.4,49.0,11000,,2022
39747.382,metal loss,258.0,6.1,2.2,15.0,11010,,2022
39747.841,metal loss,105.0,4.8,5.7,20.0,11010,,2022
39747.841,metal loss,234.0,3.4,3.0,25.0,11010,,2022
39748.009,metal loss,151.0,5.2,1.3,11.0,11010,,2022
39795.282,metal loss,119.0,7.4,4.6,10.0,11030,,2022
39795.912,metal loss,87.5,11.9,6.5,21.0,11030,,2022
39795.994,metal loss,41.0,1.1,1.0,24.0,11030,,2022
39796.44,metal loss,215.0,1.7,3.9,54.0,11030,,2022
39796.896,metal loss,241.50000000000003,1.7,4.0,50.0,11030,,2022
39861.355,metal loss,226.5,7.1,2.8,20.0,11050,,2022
39861.535,metal loss,263.0,4.6,5.9,24.0,11050,,2022
39898.993,metal loss,162.5,14.2,6.6,21.0,11050,,2022
39899.377,metal loss,208.0,7.4,7.8,15.0,11050,,2022
39899.508,metal loss,349.0,5.5,3.7,11.0,11050,,2022
39899.626,metal loss,81.5,1.1,4.0,16.0,11050,,2022
39899.793,metal loss,276.5,3.7,3.6,15.0,11050,,2022
39900.269,metal loss,217.5,4.4,3.2,20.0,11050,,2022
39902.664,metal loss,280.5,3.8,10.6,16.0,11060,,2022
39902.881,metal loss,112.0,1.7,1.1,16.0,11060,,2022
39902.946,metal loss,128.0,1.5,1.9,21.0,11060,,2022
39903.018,metal loss,145.5,4.4,4.5,43.0,11060,,2022
39903.232,metal loss,300.5,2.2,1.2,24.0,11060,,2022
40165.308,metal loss,333.5,9.2,3.4,12.0,11150,,2022
40266.955,metal loss,138.5,2.2,2.5,14.0,11180,,2022
40340.377,metal loss,191.5,2.3,1.0,15.0,11190,,2022
40441.66,metal loss,121.5,2.8,1.0,17.0,11220,,2022
40512.897,metal loss,57.0,3.3,1.7,11.0,11240,,2022
40522.392,metal loss,64.5,3.5,1.3,13.0,11240,,2022
40536.155,metal loss,72.5,11.4,3.1,11.0,11240,,2022
40827.152,metal loss,377.5,3.9,4.1,16.0,11310,,2022
40827.247,metal loss,100.0,3.0,2.8,21.0,11310,,2022
40827.349,metal loss,70.0,3.2,2.3,18.0,11310,,2022
40827.356,metal loss,244.5,0.9,1.5,60.0,11310,,2022
40858.848,metal loss,306.0,1.5,1.9,17.0,11350,,2022
40859.806,metal loss,303.0,1.4,1.9,18.0,11350,,2022
40860.098,metal loss,310.0,2.4,4.8,19.0,11350,,2022
40860.138,metal loss,286.5,3.4,2.1,14.0,11350,,2022
40860.545,metal loss,315.0,8.6,6.8,20.0,11350,,2022
40861.43,metal loss,41.0,4.8,2.6,14.0,11350,,2022
40862.083,metal loss,42.5,1.9,1.5,14.0,11350,,2022
40901.453,metal loss,134.5,5.2,3.3,10.0,11360,,2022
40905.102,metal loss,134.5,12.4,5.3,12.0,11360,,2022
40911.444,metal loss,135.0,3.8,1.3,12.0,11360,,2022
40914.816,metal loss,133.5,4.2,3.2,12.0,11360,,2022
40916.463,metal loss,132.0,14.1,5.5,11.0,11360,,2022
40918.796,metal loss,127.5,5.3,1.7,11.0,11360,,2022
40920.646,metal loss,252.49999999999997,5.0,3.5,12.0,11370,,2022
40921.913,metal loss,215.5,1.4,2.3,21.0,11370,,2022
41086.273,metal loss,179.0,14.8,10.3,20.0,11410,,2022
41087.923,metal loss,211.0,8.6,2.6,15.0,11410,,2022
41088.556,metal loss,137.0,18.0,6.6,42.0,11410,,2022
41089.124,metal loss,211.5,16.3,4.1,14.0,11410,,2022
41094.547,metal loss,172.5,15.8,8.6,26.0,11410,,2022
41095.344,metal loss,143.0,5.6,3.5,15.0,11410,,2022
41096.093,metal loss,172.0,1.9,1.7,15.0,11410,,2022
41101.335,metal loss,213.5,12.5,3.3,19.0,11410,,2022
41101.45,metal loss,136.5,2.2,1.5,13.0,11410,,2022
41101.893,metal loss,128.0,2.5,1.9,12.0,11410,,2022
41102.552,metal loss,128.5,3.0,1.9,15.0,11410,,2022
41102.772,metal loss,219.0,1.7,1.9,16.0,11410,,2022
41103.238,metal loss,219.0,1.4,0.7,15.0,11410,,2022
41103.78,metal loss,215.0,2.9,1.1,14.0,11410,,2022
41104.485,metal loss,214.5,20.0,3.4,20.0,11410,,2022
41154.482,metal loss,285.0,23.1,4.9,15.0,11430,,2022
41159.974,metal loss,277.0,3.3,1.0,11.0,11430,,2022
41161.568,metal loss,293.0,22.0,4.2,11.0,11430,,2022
41168.72,metal loss,276.5,2.4,1.8,14.0,11430,,2022
41170.092,metal loss,276.5,4.1,2.0,14.0,11430,,2022
41171.115,metal loss,279.0,6.6,3.2,11.0,11430,,2022
41171.903,metal loss,282.0,14.4,3.6,13.0,11430,,2022
41174.898,metal loss,281.5,2.9,3.7,14.0,11430,,2022
41181.125,metal loss,282.0,3.6,1.7,11.0,11430,,2022
41270.289,metal loss,299.0,4.4,3.0,14.0,11460,,2022
41270.919,metal loss,300.5,11.6,3.7,12.0,11460,,2022
41281.722,metal loss,290.0,8.5,1.9,13.0,11460,,2022
41285.837,metal loss,290.0,22.5,2.0,17.0,11460,,2022
41290.64,metal loss,307.5,2.8,1.0,14.0,11460,,2022
41291.093,metal loss,303.0,3.0,1.6,18.0,11460,,2022
41299.275,metal loss,300.0,7.5,2.0,15.0,11460,,2022
41300.764,metal loss,289.0,5.6,2.0,17.0,11460,,2022
41318.894,metal loss,51.0,4.5,1.5,13.0,11470,,2022
41321.854,metal loss,53.0,3.6,1.8,19.0,11470,,2022
41322.329,metal loss,55.5,5.5,2.4,15.0,11470,,2022
41324.203,metal loss,54.5,2.0,2.1,20.0,11470,,2022
41325.64,metal loss,50.5,6.1,1.6,13.0,11470,,2022
41328.963,metal loss,60.5,3.0,1.9,15.0,11470,,2022
41330.394,metal loss,46.0,6.1,2.0,12.0,11470,,2022
41332.336,metal loss,56.5,4.0,2.4,12.0,11470,,2022
41334.505,metal loss,56.5,6.3,1.6,10.0,11470,,2022
41338.104,metal loss,58.5,7.0,3.5,14.0,11470,,2022
41339.833,metal loss,62.50000000000001,4.8,1.5,14.0,11470,,2022
41340.735,metal loss,62.00000000000001,4.5,1.9,14.0,11470,,2022
41343.602,metal loss,59.0,9.7,3.3,11.0,11470,,2022
41345.118,metal loss,49.99999999999999,8.0,1.7,10.0,11470,,2022
41591.109,metal loss,141.0,4.9,3.1,20.0,11540,,2022
41591.867,metal loss,141.0,5.0,2.0,15.0,11540,,2022
41592.753,metal loss,136.0,1.2,1.2,14.0,11540,,2022
41619.885,metal loss,36.0,3.9,2.2,12.0,11540,,2022
41624.695,metal loss,222.5,1.5,1.1,21.0,11540,,2022
41625.253,metal loss,118.0,6.8,4.3,14.0,11540,,2022
41625.571,metal loss,86.0,2.0,1.9,16.0,11540,,2022
41625.692,metal loss,253.49999999999997,4.1,4.8,21.0,11540,,2022
41625.722,metal loss,353.5,1.8,1.8,20.0,11540,,2022
41625.764,metal loss,38.5,1.9,0.9,12.0,11540,,2022
41627.408,metal loss,169.0,5.4,9.9,25.0,11550,,2022
41627.438,metal loss,319.0,2.9,2.0,27.0,11550,,2022
41627.461,metal loss,43.0,2.8,1.9,15.0,11550,,2022
41633.264,metal loss,213.0,1.4,0.7,14.0,11550,,2022
41633.412,metal loss,160.5,3.2,2.8,17.0,11550,,2022
